frame,frequency_hz,mechanism,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,paper_phi,paper_sw,paper_sigma_w_s_m,paper_cec_meq_g,paper_qv_c_m3
1,10000.0,all,0.35095162555549364,0.05523479410391495,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
2,1.0,maxwell,0.02992655838113133,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.5,maxwell,0.02992655838113133,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10.0,maxwell,0.02992655838113133,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,100.0,maxwell,0.02992655838113133,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1000.0,maxwell,0.02992655838113133,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10000.0,maxwell,0.02992655838113133,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1.0,grain,0.029927699833827343,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.5,grain,0.029927699834945122,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10.0,grain,0.029927699835144723,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,100.0,grain,0.0299276998351579,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1000.0,grain,0.02992769983515803,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10000.0,grain,0.02992769983515803,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1.0,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.5,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10.0,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,100.0,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1000.0,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10000.0,interface,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1.0,all,0.3591335533085711,0.05486764792672954,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.5,all,0.3591335533096889,0.05486765386000659,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10.0,all,0.35913355330988844,0.054867686853987116,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,100.0,all,0.35913355330990165,0.05486808710763483,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,1000.0,all,0.35913355330990177,0.054872090742220554,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,10000.0,all,0.35913355330990177,0.054912127197888704,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
3,1.0,maxwell,0.05016241676226266,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,2.5,maxwell,0.05016241676226266,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10.0,maxwell,0.05016241676226266,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,100.0,maxwell,0.05016241676226266,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1000.0,maxwell,0.05016241676226266,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10000.0,maxwell,0.05016241676226266,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1.0,grain,0.05016355821495867,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,2.5,grain,0.050163558216076445,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10.0,grain,0.05016355821627605,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,100.0,grain,0.05016355821628923,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1000.0,grain,0.05016355821628936,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10000.0,grain,0.05016355821628936,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1.0,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,2.5,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10.0,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,100.0,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1000.0,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10000.0,interface,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1.0,all,0.37549796432109406,0.05422240669862814,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,2.5,all,0.37549796432221183,0.05422241263190519,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10.0,all,0.37549796432241145,0.05422244562588572,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,100.0,all,0.3754979643224246,0.05422284587953343,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,1000.0,all,0.37549796432242477,0.05422684951411916,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,10000.0,all,0.37549796432242477,0.05426688596978731,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
4,1.0,maxwell,0.09063413352452532,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,2.5,maxwell,0.09063413352452532,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10.0,maxwell,0.09063413352452532,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,100.0,maxwell,0.09063413352452532,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1000.0,maxwell,0.09063413352452532,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10000.0,maxwell,0.09063413352452532,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1.0,grain,0.09063527497722133,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,2.5,grain,0.0906352749783391,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10.0,grain,0.09063527497853871,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,100.0,grain,0.09063527497855188,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1000.0,grain,0.09063527497855202,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10000.0,grain,0.09063527497855202,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1.0,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,2.5,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10.0,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,100.0,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1000.0,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10000.0,interface,0.4082278666913294,0.05293228886113401,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1.0,all,0.4082290081440254,0.052932294542072926,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,2.5,all,0.4082290081451432,0.052932300475349976,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10.0,all,0.4082290081453428,0.0529323334693305,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,100.0,all,0.40822900814535595,0.052932733722978215,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,1000.0,all,0.40822900814535606,0.05293673735756394,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,10000.0,all,0.40822900814535606,0.05297677381323209,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
5,1.0,maxwell,0.11139799988736,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,2.5,maxwell,0.11139799988736,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10.0,maxwell,0.11139799988736,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,100.0,maxwell,0.11139799988736,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1000.0,maxwell,0.11139799988736,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10000.0,maxwell,0.11139799988736,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1.0,grain,0.11139914134005602,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,2.5,grain,0.11139914134117379,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10.0,grain,0.1113991413413734,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,100.0,grain,0.11139914134138656,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1000.0,grain,0.1113991413413867,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10000.0,grain,0.1113991413413867,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1.0,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,2.5,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10.0,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,100.0,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1000.0,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10000.0,interface,0.4135192726318805,0.05035354545742008,1e-08,0.0,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1.0,all,0.4135204140845765,0.050353551138358994,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,2.5,all,0.4135204140856943,0.050353557071636044,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10.0,all,0.4135204140858939,0.05035359006561657,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,100.0,all,0.41352041408590706,0.05035399031926428,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,1000.0,all,0.41352041408590723,0.05035799395385001,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
5,10000.0,all,0.41352041408590723,0.05039803040951816,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3021212727445205,0.05035354545742008,0.710173607539672,1.0,0.11139799988736,0.014170390942402238,1512118.4822048072
6,1.0,maxwell,0.11273800008215999,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,2.5,maxwell,0.11273800008215999,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10.0,maxwell,0.11273800008215999,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,100.0,maxwell,0.11273800008215999,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
