frame,frequency_hz,mechanism,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,paper_phi,paper_sw,paper_sigma_w_s_m,paper_cec_meq_g,paper_qv_c_m3
6,1000.0,maxwell,0.11273800008215999,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10000.0,maxwell,0.11273800008215999,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1.0,grain,0.11273914153485601,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,2.5,grain,0.11273914153597378,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10.0,grain,0.11273914153617338,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,100.0,grain,0.11273914153618655,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1000.0,grain,0.1127391415361867,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10000.0,grain,0.1127391415361867,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1.0,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,2.5,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10.0,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,100.0,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1000.0,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10000.0,interface,0.3868765044873273,0.045689750734194554,1e-08,0.0,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1.0,all,0.3868776459400233,0.04568975641513347,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,2.5,all,0.38687764594114105,0.04568976234841052,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10.0,all,0.38687764594134066,0.045689795342391044,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,100.0,all,0.3868776459413539,0.045690195596038756,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,1000.0,all,0.386877645941354,0.04569419923062448,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
6,10000.0,all,0.386877645941354,0.04573423568629263,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2741385044051673,0.045689750734194554,0.7103789164879045,1.0,0.11273800008215999,0.012870750088793008,1372064.586612449
7,1.0,maxwell,0.11507399999472,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,2.5,maxwell,0.11507399999472,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10.0,maxwell,0.11507399999472,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,100.0,maxwell,0.11507399999472,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1000.0,maxwell,0.11507399999472,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10000.0,maxwell,0.11507399999472,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1.0,grain,0.11507514144741601,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,2.5,grain,0.11507514144853379,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10.0,grain,0.11507514144873339,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,100.0,grain,0.11507514144874656,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1000.0,grain,0.1150751414487467,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10000.0,grain,0.1150751414487467,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1.0,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,2.5,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10.0,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,100.0,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1000.0,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10000.0,interface,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1.0,all,0.37433891227291083,0.043210634151854714,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,2.5,all,0.3743389122740286,0.043210640085131764,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10.0,all,0.37433891227422816,0.04321067307911229,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,100.0,all,0.3743389122742413,0.04321107333276,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,1000.0,all,0.3743389122742415,0.04321507696734573,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,10000.0,all,0.3743389122742415,0.04325511342301388,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
8,1.0,maxwell,0.12281400025927998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,2.5,maxwell,0.12281400025927998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10.0,maxwell,0.12281400025927998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,100.0,maxwell,0.12281400025927998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1000.0,maxwell,0.12281400025927998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10000.0,maxwell,0.12281400025927998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1.0,grain,0.12281514171197465,1.2330639411991634e-09,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,2.5,grain,0.12281514171309356,4.93226059961492e-10,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10.0,grain,0.12281514171329336,1.2330653657440807e-10,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,100.0,grain,0.12281514171330654,1.2330653799895464e-11,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1000.0,grain,0.12281514171330668,1.2330653801320015e-12,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10000.0,grain,0.12281514171330668,1.2330653801334254e-13,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1.0,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,2.5,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10.0,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,100.0,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1000.0,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10000.0,interface,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1.0,all,0.35276031619044707,0.03832420142797121,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,2.5,all,0.352760316191566,0.03832420736087612,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10.0,all,0.3527603161917658,0.03832424035467058,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,100.0,all,0.35276031619177894,0.03832464060826247,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,1000.0,all,0.3527603161917791,0.038328644242842616,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,10000.0,all,0.3527603161917791,0.03836868069851021,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
9,1.0,maxwell,0.19110000041439998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,2.5,maxwell,0.19110000041439998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10.0,maxwell,0.19110000041439998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,100.0,maxwell,0.19110000041439998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1000.0,maxwell,0.19110000041439998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10000.0,maxwell,0.19110000041439998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1.0,grain,0.19110112678581245,1.2223702055358203e-09,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,2.5,grain,0.19110112678692676,4.889485659233903e-10,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10.0,grain,0.19110112678712574,1.222371630750273e-10,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,100.0,grain,0.19110112678713886,1.2223716450024344e-11,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1000.0,grain,0.191101126787139,1.222371645144956e-12,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10000.0,grain,0.191101126787139,1.222371645146381e-13,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1.0,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,2.5,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10.0,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,100.0,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1000.0,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10000.0,interface,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1.0,all,0.378083458935773,0.031163727695858828,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,2.5,all,0.37808345893688733,0.031163733635179984,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10.0,all,0.3780834589370863,0.031163766632182562,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,100.0,all,0.3780834589370994,0.03116416688673689,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,1000.0,all,0.37808345893709955,0.03116817052141328,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,10000.0,all,0.37808345893709955,0.031208206977090494,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
10,1.0,maxwell,0.24106399994431998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,2.5,maxwell,0.24106399994431998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10.0,maxwell,0.24106399994431998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,100.0,maxwell,0.24106399994431998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1000.0,maxwell,0.24106399994431998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10000.0,maxwell,0.24106399994431998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1.0,grain,0.241065100701982,1.2333450083497345e-09,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,2.5,grain,0.2410651007031428,4.933385235867893e-10,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10.0,grain,0.2410651007033501,1.2333465412203405e-10,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,100.0,grain,0.24106510070336376,1.2333465565490652e-11,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1000.0,grain,0.2410651007033639,1.233346556702353e-12,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10000.0,grain,0.2410651007033639,1.2333465567038853e-13,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1.0,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,2.5,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10.0,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,100.0,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1000.0,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10000.0,interface,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1.0,all,0.41025410200583057,0.02819817256581496,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,2.5,all,0.4102541020069913,0.02819817849855127,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10.0,all,0.41025410200719864,0.028198211492261385,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,100.0,all,0.4102541020072123,0.028198611745827967,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,1000.0,all,0.41025410200721246,0.028202615380405586,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,10000.0,all,0.41025410200721246,0.02824265183607292,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
11,1.0,maxwell,0.2456714430604738,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,2.5,maxwell,0.2456714430604738,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,10.0,maxwell,0.2456714430604738,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,100.0,maxwell,0.2456714430604738,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,1000.0,maxwell,0.2456714430604738,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,10000.0,maxwell,0.2456714430604738,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,1.0,grain,0.24567252276709678,1.3154592581831217e-09,1e-08,0.0,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,2.5,grain,0.24567252276844304,5.261843593578565e-10,1e-08,0.0,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
11,10.0,grain,0.24567252276868345,1.3154611912899857e-10,1e-08,0.0,paper,0.9558016665160435,0.9776510965145201,0.26216243271363265,0.043693738785605445,0.7427550233805315,0.9776510965145201,0.25703182121031604,0.014820374931412163,1342119.1798730127
