frame,time_s,time_h,mechanism,frequency_hz,sigma_real_s_m,sigma_imag_s_m,residual_norm,solve_height_px,solve_width_px,downsample,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,paper_phi,paper_sw,paper_sigma_w_s_m,paper_cec_meq_g,paper_qv_c_m3
7,64.0,0.017777777777777778,maxwell,10.0,0.05873738536243119,2.859377211431275e-08,1.9078567350257413e-15,53,144,8,0.11507399999472,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,maxwell,100.0,0.05873738536270627,2.859377211431491e-07,2.29944859795141e-15,53,144,8,0.11507399999472,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,maxwell,1000.0,0.058737385366459234,2.8593772112104145e-06,2.071234575104582e-15,53,144,8,0.11507399999472,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,maxwell,10000.0,0.05873738578331339,2.8593771913849662e-05,2.0267568621947278e-15,53,144,8,0.11507399999472,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,1.0,0.05873796799569738,6.290778631615707e-10,1.823133332172867e-15,53,144,8,0.11507514144741601,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,2.5,0.058737967996184415,2.5163139167827975e-10,1.7506564403959322e-15,53,144,8,0.11507514144853379,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,10.0,0.05873796799631003,6.290785891989922e-11,1.8498409302031442e-15,53,144,8,0.11507514144873339,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,100.0,0.05873796799629446,6.290785964587471e-12,1.7533745067366746e-15,53,144,8,0.11507514144874656,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,1000.0,0.05873796799627961,6.290785965319682e-13,1.7298595476842258e-15,53,144,8,0.1150751414487467,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,grain,10000.0,0.05873796799627961,6.290785965322253e-14,1.7298595476842258e-15,53,144,8,0.1150751414487467,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,1.0,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,2.5,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,10.0,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,100.0,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,1000.0,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,interface,10000.0,0.19107373231230318,0.022056057824948797,2.2549750228178714e-15,53,144,8,0.3743377708202148,0.0432106284709158,1e-08,0.0,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,1.0,0.19107431494569213,0.022056061313210452,2.1093795960007525e-15,53,144,8,0.37433891227291083,0.043210634151854714,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,2.5,0.19107431494584703,0.022056065225031955,2.0942831251692458e-15,53,144,8,0.3743389122740286,0.043210640085131764,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,10.0,0.19107431494583316,0.022056086481531605,2.3646322132070544e-15,53,144,8,0.37433891227422816,0.04321067307911229,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,100.0,0.19107431494708566,0.022056343769024923,2.0587347790772577e-15,53,144,8,0.3743389122742413,0.04321107333276,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,1000.0,0.1910743149464154,0.02205891720265808,2.2685225505040233e-15,53,144,8,0.3743389122742415,0.04321507696734573,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
7,64.0,0.017777777777777778,all,10000.0,0.1910743150719917,0.02208465158360876,2.1798294306406575e-15,53,144,8,0.3743389122742415,0.04325511342301388,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.2592637708254948,0.0432106284709158,0.7114453556545128,1.0,0.11507399999472,0.012235711890504056,1297616.470598072
8,128.0,0.035555555555555556,maxwell,1.0,0.06268812386011348,2.859377222657649e-09,1.8340873305674547e-15,53,144,8,0.12281400025927998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,maxwell,2.5,0.0626881238597635,7.148443056631872e-09,1.8292356832191498e-15,53,144,8,0.12281400025927998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,maxwell,10.0,0.06268812385971771,2.8593772226526165e-08,2.0049108030981884e-15,53,144,8,0.12281400025927998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,maxwell,100.0,0.06268812386025234,2.8593772226498984e-07,2.071548132730102e-15,53,144,8,0.12281400025927998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,maxwell,1000.0,0.06268812386374771,2.85937722245224e-06,2.374165748809686e-15,53,144,8,0.12281400025927998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,maxwell,10000.0,0.06268812425411245,2.8593772050419373e-05,2.0778612860087614e-15,53,144,8,0.12281400025927998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,1.0,0.06268870649294382,6.293944464881616e-10,2.150604784259258e-15,53,144,8,0.12281514171197465,1.2330639411991634e-09,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,2.5,0.06268870649381672,2.517580253798737e-10,1.784116986809926e-15,53,144,8,0.12281514171309356,4.93226059961492e-10,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,10.0,0.0626887064936073,6.293951736240369e-11,1.7791411218267255e-15,53,144,8,0.12281514171329336,1.2330653657440807e-10,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,100.0,0.0626887064935583,6.293951808895817e-12,1.7471650361202163e-15,53,144,8,0.12281514171330654,1.2330653799895464e-11,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,1000.0,0.06268870649364201,6.293951809652242e-13,1.7470180611665427e-15,53,144,8,0.12281514171330668,1.2330653801320015e-12,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,grain,10000.0,0.06268870649364201,6.293951809665119e-14,1.7470180611665427e-15,53,144,8,0.12281514171330668,1.2330653801334254e-13,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,1.0,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,2.5,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,10.0,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,100.0,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,1000.0,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,interface,10000.0,0.18005934118190176,0.019561869553641028,2.197378035993032e-15,53,144,8,0.3527591747377524,0.03832419574641207,1e-08,0.0,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,1.0,0.18005992381406924,0.019561873042211422,2.2480171287196917e-15,53,144,8,0.35276031619044707,0.03832420142797121,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,2.5,0.18005992381543603,0.01956187695373597,2.1852242447497422e-15,53,144,8,0.352760316191566,0.03832420736087612,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,10.0,0.18005992381497318,0.0195618982102569,2.196033749471973e-15,53,144,8,0.3527603161917658,0.03832424035467058,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,100.0,0.18005992381476563,0.01956215549766716,2.1182529902193245e-15,53,144,8,0.35276031619177894,0.03832464060826247,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,1000.0,0.18005992381695107,0.01956472893143796,2.121402452764917e-15,53,144,8,0.3527603161917791,0.038328644242842616,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
8,128.0,0.035555555555555556,all,10000.0,0.18005992395090012,0.01959046331212476,2.337304804586577e-15,53,144,8,0.3527603161917791,0.03836868069851021,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.22994517447847243,0.03832419574641207,0.7135782339877295,1.0,0.12281400025927998,0.010965635493926151,1150876.7491415036
9,256.0,0.07111111111111111,maxwell,1.0,0.09770840926136583,2.863473560406434e-09,2.1413007865110183e-15,53,144,8,0.19110000041439998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,maxwell,2.5,0.09770840926154131,7.158683901025095e-09,2.0266825598175183e-15,53,144,8,0.19110000041439998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,maxwell,10.0,0.09770840926172068,2.8634735604159375e-08,1.9584602605991235e-15,53,144,8,0.19110000041439998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,maxwell,100.0,0.09770840926152925,2.863473560420015e-07,2.1351409074377917e-15,53,144,8,0.19110000041439998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,maxwell,1000.0,0.0977084092639062,2.8634735603345513e-06,2.3510905362121033e-15,53,144,8,0.19110000041439998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,maxwell,10000.0,0.09770840951595175,2.8634735531369183e-05,2.0757264862378026e-15,53,144,8,0.19110000041439998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,1.0,0.09770898516963084,6.249912758849548e-10,1.7918120714837036e-15,53,144,8,0.19110112678581245,1.2223702055358203e-09,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,2.5,0.09770898517011663,2.499967576702997e-10,1.842374776540339e-15,53,144,8,0.19110112678692676,4.889485659233903e-10,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,10.0,0.09770898517062836,6.249920045864921e-11,1.9316614706594243e-15,53,144,8,0.19110112678712574,1.222371630750273e-10,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,100.0,0.097708985170355,6.249920118731486e-12,1.8834948190037697e-15,53,144,8,0.19110112678713886,1.2223716450024344e-11,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,1000.0,0.09770898517037033,6.24992011943922e-13,1.8821527964425587e-15,53,144,8,0.191101126787139,1.222371645144956e-12,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,grain,10000.0,0.09770898517037033,6.249920119500111e-14,1.8821527964425587e-15,53,144,8,0.191101126787139,1.222371645146381e-13,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,1.0,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,2.5,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,10.0,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,100.0,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,1000.0,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,interface,10000.0,0.19331146454686357,0.015933842547293162,2.017519436480604e-15,53,144,8,0.3780823325643605,0.031163722024993425,1e-08,0.0,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,1.0,0.193312040452885,0.01593384603575657,2.240823859019587e-15,53,144,8,0.378083458935773,0.031163727695858828,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,2.5,0.193312040455366,0.015933849956127788,2.2074989245376627e-15,53,144,8,0.37808345893688733,0.031163733635179984,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,10.0,0.19331204045522676,0.015933871244554428,2.157114181586774e-15,53,144,8,0.3780834589370863,0.031163766632182562,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,100.0,0.1933120404557816,0.015934128900977042,2.2124636197027436e-15,53,144,8,0.3780834589370994,0.03116416688673689,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,1000.0,0.19331204045699107,0.01593670602150482,2.2393143294319753e-15,53,144,8,0.37808345893709955,0.03116817052141328,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
9,256.0,0.07111111111111111,all,10000.0,0.19331204058244364,0.015962477273013927,2.2088349164847817e-15,53,144,8,0.37808345893709955,0.031208206977090494,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.18698233214996055,0.031163722024993425,0.718030467184654,1.0,0.19110000041439998,0.009114129374345825,935847.5082580608
10,512.0,0.14222222222222222,maxwell,1.0,0.12538157717775025,2.8990941782714702e-09,1.986485549334714e-15,53,144,8,0.24106399994431998,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,maxwell,2.5,0.12538157717844564,7.247735445710575e-09,2.0500040472508137e-15,53,144,8,0.24106399994431998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,maxwell,10.0,0.1253815771776391,2.8990941782567757e-08,2.0479781595047233e-15,53,144,8,0.24106399994431998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,maxwell,100.0,0.12538157717772994,2.8990941782648613e-07,2.0277405850732796e-15,53,144,8,0.24106399994431998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,maxwell,1000.0,0.1253815771804302,2.899094178219945e-06,2.138220381648664e-15,53,144,8,0.24106399994431998,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,maxwell,10000.0,0.12538157738223105,2.8990941736157753e-05,1.9815487396451237e-15,53,144,8,0.24106399994431998,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,1.0,0.12538214970072636,6.41484116715761e-10,1.9016147078618352e-15,53,144,8,0.241065100701982,1.2333450083497345e-09,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,2.5,0.12538214970107503,2.565939172753233e-10,1.772651857040478e-15,53,144,8,0.2410651007031428,4.933385235867893e-10,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,10.0,0.12538214970116493,6.414849139932918e-11,1.789318972539124e-15,53,144,8,0.2410651007033501,1.2333465412203405e-10,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,100.0,0.12538214970165082,6.414849219640547e-12,1.9613538690144397e-15,53,144,8,0.24106510070336376,1.2333465565490652e-11,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,1000.0,0.1253821497014656,6.414849220421978e-13,1.8291046033334103e-15,53,144,8,0.2410651007033639,1.233346556702353e-12,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,grain,10000.0,0.1253821497014656,6.414849220436275e-14,1.8291046033334103e-15,53,144,8,0.2410651007033639,1.2333465567038853e-13,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,interface,1.0,0.2133797093501939,0.01466635536215073,2.0439309560825466e-15,53,144,8,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,interface,2.5,0.2133797093501939,0.01466635536215073,2.0439309560825466e-15,53,144,8,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,interface,10.0,0.2133797093501939,0.01466635536215073,2.0439309560825466e-15,53,144,8,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
10,512.0,0.14222222222222222,interface,100.0,0.2133797093501939,0.01466635536215073,2.0439309560825466e-15,53,144,8,0.41025300124816855,0.028198166883974755,1e-08,0.0,paper,1.0,1.0,0.16918900130384854,0.028198166883974755,0.7264543310096353,1.0,0.24106399994431998,0.008600516438029652,846791.7983175602
