frame,time_s,time_h,mechanism,frequency_hz,sigma_real_s_m,sigma_imag_s_m,residual_norm,solve_height_px,solve_width_px,downsample,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,paper_phi,paper_sw,paper_sigma_w_s_m,paper_cec_meq_g,paper_qv_c_m3
1,1.0,0.0002777777777777778,interface,1000.0,0.1791361288447547,0.02817086196390334,2.223595054538842e-15,53,144,8,0.3509504841014669,0.05519030915181687,1e-08,0.0,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,interface,10000.0,0.1791361288447547,0.02817086196390334,2.223595054538842e-15,53,144,8,0.3509504841014669,0.05519030915181687,1e-08,0.0,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,1.0,0.17913671147773963,0.028170865452400353,2.1224700320588887e-15,53,144,8,0.3509516255541629,0.055190314832755785,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,2.5,0.1791367114796268,0.028170869364040136,2.2302657216073556e-15,53,144,8,0.3509516255552807,0.055190320766032835,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,10.0,0.1791367114793388,0.028170890620548044,2.136802112793429e-15,53,144,8,0.3509516255554803,0.05519035376001336,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,100.0,0.17913671147907506,0.028171147908005515,2.0794504095678957e-15,53,144,8,0.3509516255554935,0.055190754013661074,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,1000.0,0.1791367114805739,0.028173721341691885,2.248939452726699e-15,53,144,8,0.35095162555549364,0.0551947576482468,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
1,1.0,0.0002777777777777778,all,10000.0,0.1791367116135201,0.028199455715945513,2.2441697663701725e-15,53,144,8,0.35095162555549364,0.05523479410391495,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.33114185491090126,0.05519030915181687,0.7100250470337295,1.0,0.019808629190565665,0.01552033849640014,1657366.641195702
2,2.0,0.0005555555555555556,maxwell,1.0,0.015275464943161602,2.859376704849445e-09,2.214539949598637e-15,53,144,8,0.02992655838113133,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,maxwell,2.5,0.015275464943102285,7.148441762154744e-09,2.0097705770741593e-15,53,144,8,0.02992655838113133,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,maxwell,10.0,0.015275464943078477,2.8593767048570123e-08,1.931912876456332e-15,53,144,8,0.02992655838113133,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,maxwell,100.0,0.015275464943234713,2.859376704820023e-07,1.899151983165924e-15,53,144,8,0.02992655838113133,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,maxwell,1000.0,0.015275464959317357,2.8593767018860797e-06,2.10546080745219e-15,53,144,8,0.02992655838113133,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,maxwell,10000.0,0.01527546656104025,2.8593764085294868e-05,2.0736639576148344e-15,53,144,8,0.02992655838113133,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,1.0,0.015276047576373363,6.290778631672318e-10,2.072603532100255e-15,53,144,8,0.029927699833827343,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,2.5,0.015276047576852208,2.5163139167832726e-10,1.9326621487616483e-15,53,144,8,0.029927699834945122,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,10.0,0.015276047576992136,6.290785891980594e-11,1.7954100485452767e-15,53,144,8,0.029927699835144723,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,100.0,0.0152760475769807,6.290785964586159e-12,1.712535157371755e-15,53,144,8,0.0299276998351579,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,1000.0,0.015276047577045274,6.290785965312906e-13,1.938299364755335e-15,53,144,8,0.02992769983515803,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,grain,10000.0,0.015276047577045274,6.290785965322315e-14,1.938299364755335e-15,53,144,8,0.02992769983515803,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,1.0,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,2.5,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,10.0,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,100.0,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,1000.0,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,interface,10000.0,0.18331244097101596,0.02800616267130785,2.2065499975259546e-15,53,144,8,0.3591324118558751,0.054867642245790625,1e-08,0.0,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,1.0,0.18331302360567453,0.02800616615998059,2.3211018292364417e-15,53,144,8,0.3591335533085711,0.05486764792672954,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,2.5,0.18331302360415005,0.028006170071492496,2.1596324138122314e-15,53,144,8,0.3591335533096889,0.05486765386000659,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,10.0,0.1833130236050209,0.028006191327962643,2.1097581698042474e-15,53,144,8,0.35913355330988844,0.054867686853987116,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,100.0,0.18331302360363347,0.02800644861534361,2.1779654732090067e-15,53,144,8,0.35913355330990165,0.05486808710763483,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,1000.0,0.1833130236056288,0.02800902204927883,2.193974388683167e-15,53,144,8,0.35913355330990177,0.054872090742220554,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
2,2.0,0.0005555555555555556,all,10000.0,0.18331302373573108,0.028034756424718935,2.1328444161082338e-15,53,144,8,0.35913355330990177,0.054912127197888704,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.32920585347474374,0.054867642245790625,0.710034951067459,1.0,0.02992655838113133,0.01543034199280028,1647676.9443180368
3,4.0,0.0011111111111111111,maxwell,1.0,0.02560448070580419,2.8593769810277726e-09,2.282657686925e-15,53,144,8,0.05016241676226266,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,maxwell,2.5,0.025604480705722236,7.148442452551249e-09,2.0540719761721155e-15,53,144,8,0.05016241676226266,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,maxwell,10.0,0.02560448070578649,2.859376981024724e-08,2.0422063443081047e-15,53,144,8,0.05016241676226266,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,maxwell,100.0,0.025604480705852146,2.8593769810241247e-07,2.065693850895804e-15,53,144,8,0.05016241676226266,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,maxwell,1000.0,0.025604480715414213,2.8593769799680597e-06,2.043191371247277e-15,53,144,8,0.05016241676226266,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,maxwell,10000.0,0.025604481670939754,2.859376875555145e-05,2.214010717920578e-15,53,144,8,0.05016241676226266,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,1.0,0.02560506333892623,6.290778631629862e-10,1.9486460770473947e-15,53,144,8,0.05016355821495867,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,2.5,0.025605063339524985,2.5163139167779905e-10,2.097523499177015e-15,53,144,8,0.050163558216076445,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,10.0,0.025605063339549608,6.290785891982327e-11,1.869545365289811e-15,53,144,8,0.05016355821627605,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,100.0,0.0256050633395517,6.290785964581487e-12,1.887766790447897e-15,53,144,8,0.05016355821628923,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,1000.0,0.025605063339561272,6.290785965312581e-13,1.875445636709192e-15,53,144,8,0.05016355821628936,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,grain,10000.0,0.025605063339561272,6.290785965312654e-14,1.875445636709192e-15,53,144,8,0.05016355821628936,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,1.0,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,2.5,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,10.0,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,100.0,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,1000.0,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,interface,10000.0,0.19166534877098879,0.02767681134405315,2.1027569471025818e-15,53,144,8,0.37549682286839803,0.05422240101768923,1e-08,0.0,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,1.0,0.19166593140467736,0.02767681483254393,2.190855524325204e-15,53,144,8,0.37549796432109406,0.05422240669862814,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,2.5,0.19166593140413307,0.02767681874420165,2.173184538908466e-15,53,144,8,0.37549796432221183,0.05422241263190519,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,10.0,0.19166593140512594,0.027676840000854318,2.1875230768132184e-15,53,144,8,0.37549796432241145,0.05422244562588572,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,100.0,0.191665931404247,0.027677097288292558,2.189506012710508e-15,53,144,8,0.3754979643224246,0.05422284587953343,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,1000.0,0.19166593140493265,0.027679670721882568,2.1052530448393843e-15,53,144,8,0.37549796432242477,0.05422684951411916,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
3,4.0,0.0011111111111111111,all,10000.0,0.19166593153006498,0.0277054050993012,2.0927968837749548e-15,53,144,8,0.37549796432242477,0.05426688596978731,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.3253344061061354,0.05422240101768923,0.710054759134918,1.0,0.05016241676226266,0.01525034898560056,1628300.3308615384
4,8.0,0.0022222222222222222,maxwell,1.0,0.046262512231445,2.8593771634055053e-09,1.9425874165658336e-15,53,144,8,0.09063413352452532,4.448495197483147e-09,1e-08,4.726526147325844e-10,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,maxwell,2.5,0.04626251223116752,7.1484429085225315e-09,2.030350093939291e-15,53,144,8,0.09063413352452532,1.112123799370787e-08,1e-08,1.1816315368314611e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,maxwell,10.0,0.04626251223111291,2.8593771634226756e-08,2.0501261950785094e-15,53,144,8,0.09063413352452532,4.448495197483148e-08,1e-08,4.7265261473258444e-09,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,maxwell,100.0,0.04626251223104283,2.859377163406683e-07,2.2334028129060834e-15,53,144,8,0.09063413352452532,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,maxwell,1000.0,0.04626251223634184,2.8593771630769766e-06,2.2518462906787284e-15,53,144,8,0.09063413352452532,4.448495197483147e-06,1e-08,4.726526147325844e-07,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,maxwell,10000.0,0.04626251276546987,2.859377131113973e-05,2.4183618910062305e-15,53,144,8,0.09063413352452532,4.448495197483148e-05,1e-08,4.726526147325844e-06,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,1.0,0.04626309486443787,6.290778631614079e-10,1.994482247879997e-15,53,144,8,0.09063527497722133,1.2324437141129773e-09,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,2.5,0.046263094864867994,2.5163139167821714e-10,1.968911546524076e-15,53,144,8,0.0906352749783391,4.929779683978142e-10,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,10.0,0.0462630948649457,6.290785891992411e-11,1.837263128160635e-15,53,144,8,0.09063527497853871,1.232445136509348e-10,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,100.0,0.046263094864990216,6.290785964587954e-12,1.888254186055122e-15,53,144,8,0.09063527497855188,1.2324451507333281e-11,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,1000.0,0.04626309486494922,6.290785965308436e-13,1.8360935965386574e-15,53,144,8,0.09063527497855202,1.2324451508755681e-12,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
4,8.0,0.0022222222222222222,grain,10000.0,0.04626309486494922,6.290785965318316e-14,1.8360935965386574e-15,53,144,8,0.09063527497855202,1.2324451508769903e-13,1e-08,0.0,paper,1.0,1.0,0.31759373316680406,0.05293228886113401,0.710094375269836,1.0,0.09063413352452532,0.014890362971201119,1589558.2240580784
