frequency_hz,omega_rad_s,component,component_mode,delta_sigma_component_real_s_m,delta_sigma_component_imag_s_m,apparent_water_sigma_real_s_m,apparent_water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m
0.7498942093324559,4.71172427801674,pore,paper,0.0004967981307377,0.0003753596611656,0.043496798130737695,0.0003753596611656,0.0,0.0
1.0,6.283185307179586,pore,paper,0.0005840891634727,0.0003570843257656,0.04358408916347269,0.0003570843257656,0.0,0.0
1.333521432163324,8.378762269377676,pore,paper,0.0006609618475375,0.0003283295875683,0.0436609618475375,0.0003283295875683,0.0,0.0
1.7782794100389228,11.173259061216545,pore,paper,0.0007258113278296,0.0002938924524457,0.04372581132782959,0.0002938924524457,0.0,0.0
2.371373705661655,14.89978042524532,pore,paper,0.0007790508830193,0.0002577453660279,0.043779050883019296,0.0002577453660279,0.0,0.0
3.1622776601683795,19.869176531592203,pore,paper,0.0008221597901334,0.0002225156118689,0.043822159790133396,0.0002225156118689,0.0,0.0
4.216965034285822,26.495972744314734,pore,paper,0.0008568474317035,0.0001895885563073,0.0438568474317035,0.0001895885563073,0.0,0.0
5.623413251903491,35.332947520559,pore,paper,0.0008845864520063,0.0001595245336906,0.0438845864520063,0.0001595245336906,0.0,0.0
7.498942093324558,47.1172427801674,pore,paper,0.0009065064906711,0.0001324831866263,0.0439065064906711,0.0001324831866263,0.0,0.0
10.0,62.83185307179586,pore,paper,0.0009234848952466,0.0001084834676883,0.0439234848952466,0.0001084834676883,0.0,0.0
13.33521432163324,83.78762269377677,pore,paper,0.0009362616860664,8.750513091693182e-05,0.043936261686066395,8.750513091693182e-05,0.0,0.0
17.78279410038923,111.73259061216542,pore,paper,0.0009455226641994,6.951225158816916e-05,0.0439455226641994,6.951225158816916e-05,0.0,0.0
23.71373705661655,148.9978042524532,pore,paper,0.0009519497580103,5.442816957669352e-05,0.0439519497580103,5.442816957669352e-05,0.0,0.0
31.622776601683796,198.691765315922,pore,paper,0.0009562156528561,4.2088560532449016e-05,0.043956215652856095,4.2088560532449016e-05,0.0,0.0
42.16965034285823,264.9597274431474,pore,paper,0.0009589326258755,3.222443797838722e-05,0.043958932625875496,3.222443797838722e-05,0.0,0.0
56.23413251903491,353.3294752055899,pore,paper,0.0009606029772143,2.4491303800717293e-05,0.0439606029772143,2.4491303800717293e-05,0.0,0.0
74.98942093324558,471.172427801674,pore,paper,0.0009616010996653,1.851937832325198e-05,0.0439616010996653,1.851937832325198e-05,0.0,0.0
100.0,628.3185307179587,pore,paper,0.000962184901644,1.3957138739580802e-05,0.043962184901644,1.3957138739580802e-05,0.0,0.0
133.3521432163324,837.8762269377677,pore,paper,0.0009625212901695,1.049706896174685e-05,0.0439625212901695,1.049706896174685e-05,0.0,0.0
177.82794100389228,1117.3259061216545,pore,paper,0.0009627132296834,7.88499103528914e-06,0.0439627132296834,7.88499103528914e-06,0.0,0.0
237.13737056616552,1489.978042524532,pore,paper,0.000962822086394,5.918607867267567e-06,0.043962822086393995,5.918607867267567e-06,0.0,0.0
316.227766016838,1986.9176531592204,pore,paper,0.0009628836007889,4.440755122324023e-06,0.0439628836007889,4.440755122324023e-06,0.0,0.0
421.6965034285823,2649.597274431474,pore,paper,0.0009629182892482,3.3311246959994405e-06,0.0439629182892482,3.3311246959994405e-06,0.0,0.0
562.341325190349,3533.2947520558987,pore,paper,0.0009629378267665,2.498425976696232e-06,0.043962937826766496,2.498425976696232e-06,0.0,0.0
749.8942093324558,4711.72427801674,pore,paper,0.000962948823301,1.87373885827245e-06,0.043962948823301,1.87373885827245e-06,0.0,0.0
1000.0,6283.185307179586,pore,paper,0.000962955010209,1.4051834527385475e-06,0.043962955010209,1.4051834527385475e-06,0.0,0.0
1333.521432163324,8378.762269377678,pore,paper,0.0009629584903458,1.0537716471513944e-06,0.043962958490345795,1.0537716471513944e-06,0.0,0.0
1778.2794100389228,11173.259061216542,pore,paper,0.0009629604476815,7.902310552127803e-07,0.0439629604476815,7.902310552127803e-07,0.0,0.0
2371.373705661655,14899.78042524532,pore,paper,0.0009629615484707,5.925955123351362e-07,0.043962961548470694,5.925955123351362e-07,0.0,0.0
3162.2776601683795,19869.1765315922,pore,paper,0.0009629621675211,4.443863976818593e-07,0.043962962167521095,4.443863976818593e-07,0.0,0.0
4216.965034285822,26495.97274431474,pore,paper,0.0009629625156485,3.33243821439371e-07,0.0439629625156485,3.33243821439371e-07,0.0,0.0
5623.413251903491,35332.94752055899,pore,paper,0.0009629627114181,2.498980485092792e-07,0.0439629627114181,2.498980485092792e-07,0.0,0.0
7498.942093324558,47117.24278016739,pore,paper,0.0009629628215084,1.8739728358100387e-07,0.0439629628215084,1.8739728358100387e-07,0.0,0.0
10000.0,62831.85307179586,pore,paper,0.0009629628834171,1.405282154288316e-07,0.0439629628834171,1.405282154288316e-07,0.0,0.0
13335.21432163324,83787.62269377676,pore,paper,0.000962962918231,1.053813277330318e-07,0.043962962918231,1.053813277330318e-07,0.0,0.0
17782.794100389227,111732.5906121654,pore,paper,0.0009629629378083,7.902486124309645e-08,0.0439629629378083,7.902486124309645e-08,0.0,0.0
23713.737056616552,148997.8042524532,pore,paper,0.0009629629488174,5.9260291660746427e-08,0.043962962948817394,5.9260291660746427e-08,0.0,0.0
31622.776601683792,198691.765315922,pore,paper,0.0009629629550083,4.443895201454825e-08,0.043962962955008296,4.443895201454825e-08,0.0,0.0
42169.65034285822,264959.7274431474,pore,paper,0.0009629629584897,3.3324513819694624e-08,0.0439629629584897,3.3324513819694624e-08,0.0,0.0
56234.13251903491,353329.4752055899,pore,paper,0.0009629629604474,2.498986037874116e-08,0.043962962960447396,2.498986037874116e-08,0.0,0.0
74989.42093324558,471172.42780167394,pore,paper,0.0009629629615484,1.8739751774128932e-08,0.0439629629615484,1.8739751774128932e-08,0.0,0.0
100000.0,628318.5307179586,pore,paper,0.0009629629621675,1.4052831417374652e-08,0.0439629629621675,1.4052831417374652e-08,0.0,0.0
133352.1432163324,837876.2269377676,pore,paper,0.0009629629625156,1.0538136937349807e-08,0.043962962962515596,1.0538136937349807e-08,0.0,0.0
177827.94100389228,1117325.9061216542,pore,paper,0.0009629629627114,7.902487880275463e-09,0.0439629629627114,7.902487880275463e-09,0.0,0.0
237137.37056616557,1489978.0425245322,pore,paper,0.0009629629628215,5.926029906559744e-09,0.0439629629628215,5.926029906559744e-09,0.0,0.0
316227.7660168379,1986917.65315922,pore,paper,0.0009629629628834,4.4438955137149115e-09,0.0439629629628834,4.4438955137149115e-09,0.0,0.0
421696.5034285823,2649597.274431474,pore,paper,0.0009629629629182,3.332451513648473e-09,0.0439629629629182,3.332451513648473e-09,0.0,0.0
562341.3251903491,3533294.7520558992,pore,paper,0.0009629629629378,2.498986093402701e-09,0.04396296296293779,2.498986093402701e-09,0.0,0.0
749894.2093324559,4711724.27801674,pore,paper,0.0009629629629488,1.873975200829105e-09,0.0439629629629488,1.873975200829105e-09,0.0,0.0
1000000.0,6283185.307179586,pore,paper,0.000962962962955,1.4052831516119998e-09,0.043962962962954995,1.4052831516119998e-09,0.0,0.0
1333521.432163324,8378762.269377677,pore,paper,0.0009629629629584,1.0538136978990374e-09,0.043962962962958395,1.0538136978990374e-09,0.0,0.0
1778279.410038923,11173259.061216542,pore,paper,0.0009629629629604,7.902487897835146e-10,0.04396296296296039,7.902487897835146e-10,0.0,0.0
2371373.7056616554,14899780.425245322,pore,paper,0.0009629629629615,5.926029913964598e-10,0.043962962962961497,5.926029913964598e-10,0.0,0.0
3162277.6601683795,19869176.5315922,pore,paper,0.0009629629629621,4.443895516837514e-10,0.04396296296296209,4.443895516837514e-10,0.0,0.0
4216965.034285823,26495972.74431474,pore,paper,0.0009629629629625,3.332451514965264e-10,0.043962962962962496,3.332451514965264e-10,0.0,0.0
5623413.251903491,35332947.52055899,pore,paper,0.0009629629629627,2.498986093957987e-10,0.0439629629629627,2.498986093957987e-10,0.0,0.0
7498942.093324558,47117242.78016739,pore,paper,0.0009629629629628,1.8739752010632676e-10,0.043962962962962794,1.8739752010632676e-10,0.0,0.0
10000000.0,62831853.071795866,pore,paper,0.0009629629629628,1.4052831517107452e-10,0.043962962962962794,1.4052831517107452e-10,0.0,0.0
13335214.32163324,83787622.69377677,pore,paper,0.0009629629629629,1.053813697940678e-10,0.0439629629629629,1.053813697940678e-10,0.0,0.0
17782794.100389227,111732590.61216542,pore,paper,0.0009629629629629,7.902487898010743e-11,0.0439629629629629,7.902487898010743e-11,0.0,0.0
23713737.056616552,148997804.2524532,pore,paper,0.0009629629629629,5.926029914038649e-11,0.0439629629629629,5.926029914038649e-11,0.0,0.0
31622776.60168379,198691765.315922,pore,paper,0.0009629629629629,4.4438955168687396e-11,0.0439629629629629,4.4438955168687396e-11,0.0,0.0
42169650.34285823,264959727.4431474,pore,paper,0.0009629629629629,3.332451514978432e-11,0.0439629629629629,3.332451514978432e-11,0.0,0.0
56234132.51903491,353329475.2055899,pore,paper,0.0009629629629629,2.49898609396354e-11,0.0439629629629629,2.49898609396354e-11,0.0,0.0
74989420.93324558,471172427.801674,pore,paper,0.0009629629629629,1.873975201065609e-11,0.0439629629629629,1.873975201065609e-11,0.0,0.0
100000000.0,628318530.7179586,pore,paper,0.0009629629629629,1.4052831517117324e-11,0.0439629629629629,1.4052831517117324e-11,0.0,0.0
133352143.2163324,837876226.9377677,pore,paper,0.0009629629629629,1.0538136979410943e-11,0.0439629629629629,1.0538136979410943e-11,0.0,0.0
177827941.00389227,1117325906.1216545,pore,paper,0.0009629629629629,7.902487898012498e-12,0.0439629629629629,7.902487898012498e-12,0.0,0.0
237137370.56616557,1489978042.524532,pore,paper,0.0009629629629629,5.926029914039389e-12,0.0439629629629629,5.926029914039389e-12,0.0,0.0
316227766.01683795,1986917653.15922,pore,paper,0.0009629629629629,4.44389551686905e-12,0.0439629629629629,4.44389551686905e-12,0.0,0.0
421696503.4285823,2649597274.431474,pore,paper,0.0009629629629629,3.332451514978564e-12,0.0439629629629629,3.332451514978564e-12,0.0,0.0
562341325.1903491,3533294752.055899,pore,paper,0.0009629629629629,2.498986093963595e-12,0.0439629629629629,2.498986093963595e-12,0.0,0.0
749894209.3324559,4711724278.01674,pore,paper,0.0009629629629629,1.8739752010656325e-12,0.0439629629629629,1.8739752010656325e-12,0.0,0.0
1000000000.0,6283185307.179586,pore,paper,0.0009629629629629,1.405283151711742e-12,0.0439629629629629,1.405283151711742e-12,0.0,0.0
