frequency_hz,omega_rad_s,component,component_mode,delta_sigma_component_real_s_m,delta_sigma_component_imag_s_m,apparent_water_sigma_real_s_m,apparent_water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m
2371373.7056616554,14899780.425245322,membrane,paper,0.050706649682748,6.481263139431896e-05,0.093706649682748,6.481263139431896e-05,0.0,0.0
3162277.6601683795,19869176.5315922,membrane,paper,0.0507153373209586,5.612580174037728e-05,0.0937153373209586,5.612580174037728e-05,0.0,0.0
4216965.034285823,26495972.74431474,membrane,paper,0.050722860505711,4.860322332712988e-05,0.09372286050571099,4.860322332712988e-05,0.0,0.0
5623413.251903491,35332947.52055899,membrane,paper,0.0507293753153103,4.208886842332226e-05,0.0937293753153103,4.208886842332226e-05,0.0,0.0
7498942.093324558,47117242.78016739,membrane,paper,0.0507350169079998,3.644761671014309e-05,0.09373501690799979,3.644761671014309e-05,0.0,0.0
10000000.0,62831853.071795866,membrane,paper,0.0507399023259979,3.156245441009387e-05,0.0937399023259979,3.156245441009387e-05,0.0,0.0
13335214.32163324,83787622.69377677,membrane,paper,0.0507441329236912,2.733204846538483e-05,0.09374413292369119,2.733204846538483e-05,0.0,0.0
17782794.100389227,111732590.61216542,membrane,paper,0.0507477964703603,2.366864558764932e-05,0.0937477964703603,2.366864558764932e-05,0.0,0.0
23713737.056616552,148997804.2524532,membrane,paper,0.0507509689710735,2.0496252703480843e-05,0.09375096897107349,2.0496252703480843e-05,0.0,0.0
31622776.60168379,198691765.315922,membrane,paper,0.0507537162435076,1.7749061130347995e-05,0.09375371624350759,1.7749061130347995e-05,0.0,0.0
42169650.34285823,264959727.4431474,membrane,paper,0.050756095283422,1.53700818530427e-05,0.09375609528342199,1.53700818530427e-05,0.0,0.0
56234132.51903491,353329475.2055899,membrane,paper,0.0507581554471121,1.3309963634697934e-05,0.0937581554471121,1.3309963634697934e-05,0.0,0.0
74989420.93324558,471172427.801674,membrane,paper,0.050759939475368,1.1525969477796008e-05,0.093759939475368,1.1525969477796008e-05,0.0,0.0
100000000.0,628318530.7179586,membrane,paper,0.0507614843801895,9.981090226950175e-06,0.0937614843801895,9.981090226950175e-06,0.0,0.0
133352143.2163324,837876226.9377677,membrane,paper,0.0507628222126481,8.643276943815648e-06,0.09376282221264809,8.643276943815648e-06,0.0,0.0
177827941.00389227,1117325906.1216545,membrane,paper,0.0507639807278279,7.484776143611258e-06,0.0937639807278279,7.484776143611258e-06,0.0,0.0
237137370.56616557,1489978042.524532,membrane,paper,0.0507649839606417,6.481554113013127e-06,0.0937649839606417,6.481554113013127e-06,0.0,0.0
316227766.01683795,1986917653.15922,membrane,paper,0.0507658527244664,5.612798374503161e-06,0.09376585272446639,5.612798374503161e-06,0.0,0.0
421696503.4285823,2649597274.431474,membrane,paper,0.0507666050429442,4.860485960668002e-06,0.0937666050429442,4.860485960668002e-06,0.0,0.0
562341325.1903491,3533294752.055899,membrane,paper,0.0507672565239057,4.209009546435935e-06,0.09376725652390569,4.209009546435935e-06,0.0,0.0
749894209.3324559,4711724278.01674,membrane,paper,0.0507678206831754,3.644853686401908e-06,0.0937678206831754,3.644853686401908e-06,0.0,0.0
1000000000.0,6283185307.179586,membrane,paper,0.0507683092249759,3.156314443004533e-06,0.0937683092249759,3.156314443004533e-06,0.0,0.0
