frame,time_s,time_h,mechanism,frequency_hz,sigma_real_s_m,sigma_imag_s_m,residual_norm,solve_height_px,solve_width_px,downsample,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,solution_sigma_w_s_m,interface_density_1_m,schwarz_sigma_s_s,schwarz_characteristic_length_m,schwarz_diffusion_coefficient_m2_s,schwarz_tau_s,paper_phi,paper_sw,paper_sigma_w_s_m,paper_cec_meq_g,paper_qv_c_m3
1,1.0,0.0002777777777777778,interface,1000.0,0.04148336238007914,7.681651358641574e-05,2.3950286669898756e-15,53,144,8,0.08127116983202431,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,interface,10000.0,0.04148354858748702,7.681696952179914e-06,2.1294340620142467e-15,53,144,8,0.08127153463571807,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,1.0,0.01459574407067359,0.010981172415932654,2.1729046557534125e-15,53,144,8,0.028594898556980865,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,2.5,0.026123478386262756,0.01568291127240109,2.442897603193073e-15,53,144,8,0.0511791993677992,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,10.0,0.03970904552354908,0.007247231801118988,2.3209977160755946e-15,53,144,8,0.07779505696148932,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,100.0,0.0414647528134375,0.0007679954113350066,2.3221829236675288e-15,53,144,8,0.08123471131856842,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,1000.0,0.041483362386037614,7.967589071199251e-05,2.4314677467837487e-15,53,144,8,0.08127116983202431,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
1,1.0,0.0002777777777777778,all,10000.0,0.041483549183050326,3.6275467813772625e-05,2.3910621469718823e-15,53,144,8,0.08127153463571807,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,1.0,0.015275464943161602,2.859376704849445e-09,2.214539949598637e-15,53,144,8,0.02992655838113133,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,2.5,0.015275464943102285,7.148441762154744e-09,2.0097705770741593e-15,53,144,8,0.02992655838113133,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,10.0,0.015275464943078477,2.8593767048570123e-08,1.931912876456332e-15,53,144,8,0.02992655838113133,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,100.0,0.015275464943234713,2.859376704820023e-07,1.899151983165924e-15,53,144,8,0.02992655838113133,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,1000.0,0.015275464959317357,2.8593767018860797e-06,2.10546080745219e-15,53,144,8,0.02992655838113133,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,maxwell,10000.0,0.01527546656104025,2.8593764085294868e-05,2.0736639576148344e-15,53,144,8,0.02992655838113133,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,1.0,0.01976025195195734,0.010981169556513317,2.342783317863943e-15,53,144,8,0.03871282774754653,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,2.5,0.031287986267372746,0.0156829041238878,1.972542461692352e-15,53,144,8,0.06129712855836486,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,10.0,0.04487355340504407,0.007247203207300951,2.2363219969133467e-15,53,144,8,0.08791298615205499,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,100.0,0.04662926069476333,0.0007677094736253501,2.270469935781473e-15,53,144,8,0.0913526405091341,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,1000.0,0.04664787026138664,7.681651358665776e-05,2.1836969569104844e-15,53,144,8,0.09138909902258999,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,interface,10000.0,0.046648056468763355,7.68169695211415e-06,2.2079887292765763e-15,53,144,8,0.09138946382628374,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,1.0,0.019760251951961124,0.010981172415942255,2.3316619534382977e-15,53,144,8,0.03871282774754653,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,2.5,0.0312879862675296,0.015682911272419928,2.00169629514406e-15,53,144,8,0.06129712855836486,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,10.0,0.0448735534048687,0.007247231801128904,2.2521505211384648e-15,53,144,8,0.08791298615205499,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,100.0,0.04662926069480625,0.00076799541133871,2.259838550443794e-15,53,144,8,0.0913526405091341,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,1000.0,0.04664787026686197,7.967589074230524e-05,2.3426164436454825e-15,53,144,8,0.09138909902258999,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
2,2.0,0.0005555555555555556,all,10000.0,0.046648056998304134,3.6275468199998696e-05,2.261632236097966e-15,53,144,8,0.09138946382628374,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,1.0,0.02560448070580419,2.8593769810277726e-09,2.282657686925e-15,53,144,8,0.05016241676226266,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,2.5,0.025604480705722236,7.148442452551249e-09,2.0540719761721155e-15,53,144,8,0.05016241676226266,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,10.0,0.02560448070578649,2.859376981024724e-08,2.0422063443081047e-15,53,144,8,0.05016241676226266,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,100.0,0.025604480705852146,2.8593769810241247e-07,2.065693850895804e-15,53,144,8,0.05016241676226266,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,1000.0,0.025604480715414213,2.8593769799680597e-06,2.043191371247277e-15,53,144,8,0.05016241676226266,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,maxwell,10000.0,0.025604481670939754,2.859376875555145e-05,2.214010717920578e-15,53,144,8,0.05016241676226266,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,1.0,0.03008926771465488,0.010981169556534755,2.1632673277437523e-15,53,144,8,0.05894868612867786,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,2.5,0.04161700203011081,0.015682904123903454,2.185652265985948e-15,53,144,8,0.08153298693949619,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,10.0,0.055202569167441526,0.007247203207308445,1.9840872766273033e-15,53,144,8,0.10814884453318632,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,100.0,0.05695827645700389,0.0007677094736207392,2.123198760822727e-15,53,144,8,0.11158849889026543,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,1000.0,0.056976886024408736,7.681651358586689e-05,1.927359690736005e-15,53,144,8,0.1116249574037213,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,interface,10000.0,0.05697707223187988,7.681696952143863e-06,2.0652018157291625e-15,53,144,8,0.11162532220741506,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,1.0,0.030089267714581272,0.010981172415834942,2.006300222870147e-15,53,144,8,0.05894868612867786,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,2.5,0.04161700203008824,0.015682911272278256,2.194484948412833e-15,53,144,8,0.08153298693949619,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,10.0,0.055202569167864445,0.007247231801174811,2.047671912036004e-15,53,144,8,0.10814884453318632,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,100.0,0.05695827645728027,0.0007679954113469384,2.085466755354323e-15,53,144,8,0.11158849889026543,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,1000.0,0.05697688602876136,7.967589078613577e-05,1.955800757661473e-15,53,144,8,0.1116249574037213,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
3,4.0,0.0011111111111111111,all,10000.0,0.056977072665166204,3.6275468740020866e-05,2.011010007522867e-15,53,144,8,0.11162532220741506,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,1.0,0.046262512231445,2.8593771634055053e-09,1.9425874165658336e-15,53,144,8,0.09063413352452532,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,2.5,0.04626251223116752,7.1484429085225315e-09,2.030350093939291e-15,53,144,8,0.09063413352452532,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,10.0,0.04626251223111291,2.8593771634226756e-08,2.0501261950785094e-15,53,144,8,0.09063413352452532,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,100.0,0.04626251223104283,2.859377163406683e-07,2.2334028129060834e-15,53,144,8,0.09063413352452532,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,1000.0,0.04626251223634184,2.8593771630769766e-06,2.2518462906787284e-15,53,144,8,0.09063413352452532,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,maxwell,10000.0,0.04626251276546987,2.859377131113973e-05,2.4183618910062305e-15,53,144,8,0.09063413352452532,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,1.0,0.05074729924000595,0.010981169556489933,2.12643577986345e-15,53,144,8,0.09942040289094052,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,2.5,0.0622750335554531,0.015682904123888387,1.988880889834365e-15,53,144,8,0.12200470370175885,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,10.0,0.07586060069271736,0.007247203207331995,2.543523963784919e-15,53,144,8,0.14862056129544898,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,100.0,0.07761630798232227,0.0007677094736229066,2.1875866011290374e-15,53,144,8,0.15206021565252809,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,1000.0,0.07763491754966843,7.68165135867172e-05,2.323554252106821e-15,53,144,8,0.15209667416598396,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,interface,10000.0,0.07763510375663897,7.681696952152188e-06,2.24071156163618e-15,53,144,8,0.15209703896967772,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,1.0,0.05074729923980511,0.01098117241593251,2.148911082080819e-15,53,144,8,0.09942040289094052,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,2.5,0.06227503355533847,0.015682911272314432,2.0553804490583196e-15,53,144,8,0.12200470370175885,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,10.0,0.07586060069269865,0.0072472318011179565,2.3952749179082157e-15,53,144,8,0.14862056129544898,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,100.0,0.07761630798225845,0.0007679954113445627,2.3789160911037433e-15,53,144,8,0.15206021565252809,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,1000.0,0.07763491755262864,7.967589083769014e-05,2.3180291209729176e-15,53,144,8,0.15209667416598396,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
4,8.0,0.0022222222222222222,all,10000.0,0.07763510407511619,3.627546935350795e-05,2.213981245079212e-15,53,144,8,0.15209703896967772,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
5,16.0,0.0044444444444444444,maxwell,1.0,0.05686103980098829,2.85937720553292e-09,1.914902386072149e-15,53,144,8,0.11139799988736,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
5,16.0,0.0044444444444444444,maxwell,2.5,0.05686103980117776,7.148443013862654e-09,1.9441376784576646e-15,53,144,8,0.11139799988736,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
5,16.0,0.0044444444444444444,maxwell,10.0,0.056861039801017484,2.8593772055501326e-08,1.9440970270252327e-15,53,144,8,0.11139799988736,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
5,16.0,0.0044444444444444444,maxwell,100.0,0.05686103980125336,2.8593772055522255e-07,2.0139263280388632e-15,53,144,8,0.11139799988736,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
5,16.0,0.0044444444444444444,maxwell,1000.0,0.056861039805451506,2.8593772053269987e-06,2.058153948662571e-15,53,144,8,0.11139799988736,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999,,,,,
