frame,frequency_hz,mechanism,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,solution_sigma_w_s_m,interface_density_1_m,schwarz_sigma_s_s,schwarz_characteristic_length_m,schwarz_diffusion_coefficient_m2_s,schwarz_tau_s
1,1000.0,all,0.08127116983202431,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
1,10000.0,all,0.08127153463571807,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.019808629190565665,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1.0,maxwell,0.02992655838113133,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,2.5,maxwell,0.02992655838113133,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10.0,maxwell,0.02992655838113133,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,100.0,maxwell,0.02992655838113133,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1000.0,maxwell,0.02992655838113133,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10000.0,maxwell,0.02992655838113133,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1.0,interface,0.03871282774754653,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,2.5,interface,0.06129712855836486,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10.0,interface,0.08791298615205499,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,100.0,interface,0.0913526405091341,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1000.0,interface,0.09138909902258999,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10000.0,interface,0.09138946382628374,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1.0,all,0.03871282774754653,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,2.5,all,0.06129712855836486,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10.0,all,0.08791298615205499,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,100.0,all,0.0913526405091341,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,1000.0,all,0.09138909902258999,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
2,10000.0,all,0.09138946382628374,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.02992655838113133,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1.0,maxwell,0.05016241676226266,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,2.5,maxwell,0.05016241676226266,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10.0,maxwell,0.05016241676226266,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,100.0,maxwell,0.05016241676226266,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1000.0,maxwell,0.05016241676226266,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10000.0,maxwell,0.05016241676226266,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1.0,interface,0.05894868612867786,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,2.5,interface,0.08153298693949619,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10.0,interface,0.10814884453318632,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,100.0,interface,0.11158849889026543,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1000.0,interface,0.1116249574037213,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10000.0,interface,0.11162532220741506,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1.0,all,0.05894868612867786,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,2.5,all,0.08153298693949619,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10.0,all,0.10814884453318632,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,100.0,all,0.11158849889026543,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,1000.0,all,0.1116249574037213,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
3,10000.0,all,0.11162532220741506,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.05016241676226266,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1.0,maxwell,0.09063413352452532,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,2.5,maxwell,0.09063413352452532,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10.0,maxwell,0.09063413352452532,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,100.0,maxwell,0.09063413352452532,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1000.0,maxwell,0.09063413352452532,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10000.0,maxwell,0.09063413352452532,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1.0,interface,0.09942040289094052,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,2.5,interface,0.12200470370175885,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10.0,interface,0.14862056129544898,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,100.0,interface,0.15206021565252809,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1000.0,interface,0.15209667416598396,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10000.0,interface,0.15209703896967772,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1.0,all,0.09942040289094052,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,2.5,all,0.12200470370175885,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10.0,all,0.14862056129544898,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,100.0,all,0.15206021565252809,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,1000.0,all,0.15209667416598396,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
4,10000.0,all,0.15209703896967772,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.09063413352452532,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1.0,maxwell,0.11139799988736,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,2.5,maxwell,0.11139799988736,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10.0,maxwell,0.11139799988736,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,100.0,maxwell,0.11139799988736,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1000.0,maxwell,0.11139799988736,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10000.0,maxwell,0.11139799988736,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1.0,interface,0.1201842692537752,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,2.5,interface,0.14276857006459354,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10.0,interface,0.16938442765828365,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,100.0,interface,0.17282408201536276,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1000.0,interface,0.17286054052881866,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10000.0,interface,0.17286090533251242,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1.0,all,0.1201842692537752,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,2.5,all,0.14276857006459354,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10.0,all,0.16938442765828365,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,100.0,all,0.17282408201536276,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,1000.0,all,0.17286054052881866,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
5,10000.0,all,0.17286090533251242,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11139799988736,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1.0,maxwell,0.11273800008215999,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,2.5,maxwell,0.11273800008215999,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10.0,maxwell,0.11273800008215999,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,100.0,maxwell,0.11273800008215999,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1000.0,maxwell,0.11273800008215999,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10000.0,maxwell,0.11273800008215999,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1.0,interface,0.1215242694485752,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,2.5,interface,0.14410857025939353,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10.0,interface,0.17072442785308364,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,100.0,interface,0.17416408221016275,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1000.0,interface,0.17420054072361865,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10000.0,interface,0.1742009055273124,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1.0,all,0.1215242694485752,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,2.5,all,0.14410857025939353,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10.0,all,0.17072442785308364,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,100.0,all,0.17416408221016275,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,1000.0,all,0.17420054072361865,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
6,10000.0,all,0.1742009055273124,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11273800008215999,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1.0,maxwell,0.11507399999472,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,2.5,maxwell,0.11507399999472,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10.0,maxwell,0.11507399999472,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,100.0,maxwell,0.11507399999472,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1000.0,maxwell,0.11507399999472,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10000.0,maxwell,0.11507399999472,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1.0,interface,0.1238602693611352,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
