frame,frequency_hz,mechanism,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,driver_mode,saturation_factor,interface_saturation_factor,interface_delta_real_s_m,interface_delta_imag_s_m,solution_sigma_w_s_m,interface_density_1_m,schwarz_sigma_s_s,schwarz_characteristic_length_m,schwarz_diffusion_coefficient_m2_s,schwarz_tau_s
7,2.5,interface,0.14644457017195353,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10.0,interface,0.17306042776564365,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,100.0,interface,0.17650008212272275,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1000.0,interface,0.17653654063617866,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10000.0,interface,0.1765369054398724,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1.0,all,0.1238602693611352,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,2.5,all,0.14644457017195353,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10.0,all,0.17306042776564365,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,100.0,all,0.17650008212272275,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,1000.0,all,0.17653654063617866,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
7,10000.0,all,0.1765369054398724,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.11507399999472,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1.0,maxwell,0.12281400025927998,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,2.5,maxwell,0.12281400025927998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10.0,maxwell,0.12281400025927998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,100.0,maxwell,0.12281400025927998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1000.0,maxwell,0.12281400025927998,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10000.0,maxwell,0.12281400025927998,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1.0,interface,0.13160026962569518,0.02151351078464423,1e-08,0.0,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,2.5,interface,0.1541845704365135,0.0307248080696487,1e-08,0.0,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10.0,interface,0.18080042803020363,0.014198194787667163,1e-08,0.0,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,100.0,interface,0.18424008238728273,0.0015040407085292876,1e-08,0.0,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1000.0,interface,0.18427654090073864,0.00015049334089345628,1e-08,0.0,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10000.0,interface,0.1842769057044324,1.5049423412901196e-05,1e-08,0.0,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1.0,all,0.13160026962569518,0.02151351523313943,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008786269366415201,0.02151351078464423,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,2.5,all,0.1541845704365135,0.030724819190886692,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.031370570177233534,0.0307248080696487,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10.0,all,0.18080042803020363,0.014198239272619139,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05798642777092366,0.014198194787667163,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,100.0,all,0.18424008238728273,0.0015044855580490359,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06142608212800276,0.0015040407085292876,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,1000.0,all,0.18427654090073864,0.00015494183609093942,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.06146254064145865,0.00015049334089345628,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
8,10000.0,all,0.1842769057044324,5.9534375387732674e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.061462905445152406,1.5049423412901196e-05,0.12281400025927998,878.0415590008613,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1.0,maxwell,0.19110000041439998,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.00867018211903085,0.02122926679616498,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,2.5,maxwell,0.19110000041439998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030956091291044038,0.030318861217068505,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10.0,maxwell,0.19110000041439998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05722029091523965,0.014010603298948716,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,100.0,maxwell,0.19110000041439998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06061449936238646,0.0014841687994714375,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1000.0,maxwell,0.19110000041439998,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.060650476173279615,0.00014850497052084111,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10000.0,maxwell,0.19110000041439998,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.06065083615706005,1.4850585195465789e-05,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1.0,interface,0.19977018253343082,0.02122926679616498,1e-08,0.0,si03,1.0,1.0,0.00867018211903085,0.02122926679616498,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,2.5,interface,0.22205609170544402,0.030318861217068505,1e-08,0.0,si03,1.0,1.0,0.030956091291044038,0.030318861217068505,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10.0,interface,0.24832029132963962,0.014010603298948716,1e-08,0.0,si03,1.0,1.0,0.05722029091523965,0.014010603298948716,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,100.0,interface,0.25171449977678645,0.0014841687994714375,1e-08,0.0,si03,1.0,1.0,0.06061449936238646,0.0014841687994714375,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1000.0,interface,0.2517504765876796,0.00014850497052084111,1e-08,0.0,si03,1.0,1.0,0.060650476173279615,0.00014850497052084111,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10000.0,interface,0.25175083657146,1.4850585195465789e-05,1e-08,0.0,si03,1.0,1.0,0.06065083615706005,1.4850585195465789e-05,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1.0,all,0.19977018253343082,0.02122927124466018,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.00867018211903085,0.02122926679616498,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,2.5,all,0.22205609170544402,0.030318872338306498,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030956091291044038,0.030318861217068505,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10.0,all,0.24832029132963962,0.014010647783900692,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05722029091523965,0.014010603298948716,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,100.0,all,0.25171449977678645,0.0014846136489911857,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.06061449936238646,0.0014841687994714375,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,1000.0,all,0.2517504765876796,0.00015295346571832425,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.060650476173279615,0.00014850497052084111,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
9,10000.0,all,0.25175083657146,5.933553717029727e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.06065083615706005,1.4850585195465789e-05,0.19110000041439998,866.4405684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1.0,maxwell,0.24106399994431998,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008473022339250466,0.020746513664919478,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,2.5,maxwell,0.24106399994431998,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030252150352086466,0.0296294108781156,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10.0,maxwell,0.24106399994431998,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05591910256637493,0.013692002441078868,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,100.0,maxwell,0.24106399994431998,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.0592361267766994,0.0014504188286353678,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1000.0,maxwell,0.24106399994431998,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05927128547558342,0.00014512797025923019,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10000.0,maxwell,0.24106399994431998,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.0592716372733394,1.451288316492584e-05,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1.0,interface,0.24953702228357044,0.020746513664919478,1e-08,0.0,si03,1.0,1.0,0.008473022339250466,0.020746513664919478,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,2.5,interface,0.27131615029640643,0.0296294108781156,1e-08,0.0,si03,1.0,1.0,0.030252150352086466,0.0296294108781156,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10.0,interface,0.29698310251069493,0.013692002441078868,1e-08,0.0,si03,1.0,1.0,0.05591910256637493,0.013692002441078868,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,100.0,interface,0.30030012672101936,0.0014504188286353678,1e-08,0.0,si03,1.0,1.0,0.0592361267766994,0.0014504188286353678,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1000.0,interface,0.3003352854199034,0.00014512797025923019,1e-08,0.0,si03,1.0,1.0,0.05927128547558342,0.00014512797025923019,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10000.0,interface,0.3003356372176594,1.451288316492584e-05,1e-08,0.0,si03,1.0,1.0,0.0592716372733394,1.451288316492584e-05,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1.0,all,0.24953702228357044,0.020746518113414675,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008473022339250466,0.020746513664919478,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,2.5,all,0.27131615029640643,0.029629421999353592,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030252150352086466,0.0296294108781156,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10.0,all,0.29698310251069493,0.013692046926030843,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05591910256637493,0.013692002441078868,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,100.0,all,0.30030012672101936,0.001450863678155116,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.0592361267766994,0.0014504188286353678,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,1000.0,all,0.3003352854199034,0.00014957646545671333,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05927128547558342,0.00014512797025923019,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
10,10000.0,all,0.3003356372176594,5.899783513975732e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.0592716372733394,1.451288316492584e-05,0.24106399994431998,846.7377260981913,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1.0,maxwell,0.25703182121031604,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008310985012042978,0.02034975917891224,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,2.5,maxwell,0.25703182121031604,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.029673610913730074,0.029062780654189265,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10.0,maxwell,0.25703182121031604,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05484971061189812,0.0134301578016055,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,100.0,maxwell,0.25703182121031604,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.05810330034562105,0.0014226811476859417,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1000.0,maxwell,0.25703182121031604,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05813778667266806,0.0001423525558365729,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10000.0,maxwell,0.25703182121031604,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.05813813174267498,1.4235340075345465e-05,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1.0,interface,0.265342806222359,0.02034975917891224,1e-08,0.0,si03,1.0,1.0,0.008310985012042978,0.02034975917891224,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,2.5,interface,0.2867054321240461,0.029062780654189265,1e-08,0.0,si03,1.0,1.0,0.029673610913730074,0.029062780654189265,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10.0,interface,0.3118815318222142,0.0134301578016055,1e-08,0.0,si03,1.0,1.0,0.05484971061189812,0.0134301578016055,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,100.0,interface,0.3151351215559371,0.0014226811476859417,1e-08,0.0,si03,1.0,1.0,0.05810330034562105,0.0014226811476859417,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1000.0,interface,0.3151696078829841,0.0001423525558365729,1e-08,0.0,si03,1.0,1.0,0.05813778667266806,0.0001423525558365729,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10000.0,interface,0.315169952952991,1.4235340075345465e-05,1e-08,0.0,si03,1.0,1.0,0.05813813174267498,1.4235340075345465e-05,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1.0,all,0.265342806222359,0.02034976362740744,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008310985012042978,0.02034975917891224,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,2.5,all,0.2867054321240461,0.029062791775427258,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.029673610913730074,0.029062780654189265,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10.0,all,0.3118815318222142,0.013430202286557476,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05484971061189812,0.0134301578016055,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,100.0,all,0.3151351215559371,0.00142312599720569,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.05810330034562105,0.0014226811476859417,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,1000.0,all,0.3151696078829841,0.00014680105103405603,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05813778667266806,0.0001423525558365729,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
11,10000.0,all,0.315169952952991,5.872029205017694e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.05813813174267498,1.4235340075345465e-05,0.25703182121031604,830.5447889750214,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1.0,maxwell,0.26779465525676804,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008462194712000232,0.020720001812629767,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,2.5,maxwell,0.26779465525676804,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030213491300520763,0.02959154762179605,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10.0,maxwell,0.26779465525676804,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05584764386197007,0.01367450550872044,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,100.0,maxwell,0.26779465525676804,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.05916042926584609,0.001448565346630436,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1000.0,maxwell,0.26779465525676804,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.059195543035627976,0.00014494251204814174,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10000.0,maxwell,0.26779465525676804,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.0591958943838236,1.449433723374045e-05,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1.0,interface,0.27625684996876826,0.020720001812629767,1e-08,0.0,si03,1.0,1.0,0.008462194712000232,0.020720001812629767,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,2.5,interface,0.2980081465572888,0.02959154762179605,1e-08,0.0,si03,1.0,1.0,0.030213491300520763,0.02959154762179605,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10.0,interface,0.3236422991187381,0.01367450550872044,1e-08,0.0,si03,1.0,1.0,0.05584764386197007,0.01367450550872044,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,100.0,interface,0.3269550845226141,0.001448565346630436,1e-08,0.0,si03,1.0,1.0,0.05916042926584609,0.001448565346630436,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1000.0,interface,0.326990198292396,0.00014494251204814174,1e-08,0.0,si03,1.0,1.0,0.059195543035627976,0.00014494251204814174,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10000.0,interface,0.32699054964059165,1.449433723374045e-05,1e-08,0.0,si03,1.0,1.0,0.0591958943838236,1.449433723374045e-05,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1.0,all,0.27625684996876826,0.020720006261124965,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008462194712000232,0.020720001812629767,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,2.5,all,0.2980081465572888,0.029591558743034044,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.030213491300520763,0.02959154762179605,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10.0,all,0.3236422991187381,0.013674549993672416,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05584764386197007,0.01367450550872044,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,100.0,all,0.3269550845226141,0.0014490101961501841,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.05916042926584609,0.001448565346630436,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,1000.0,all,0.326990198292396,0.00014939100724562488,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.059195543035627976,0.00014494251204814174,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
12,10000.0,all,0.32699054964059165,5.897928920857193e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.0591958943838236,1.449433723374045e-05,0.26779465525676804,845.655684754522,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1.0,maxwell,0.27855748930322,4.448495197483147e-09,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008160152393631756,0.01998043984353317,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,2.5,maxwell,0.27855748930322,1.112123799370787e-08,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.02913507686206855,0.028535332307449344,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,10.0,maxwell,0.27855748930322,4.448495197483148e-08,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05385426597342239,0.013186419440393598,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,100.0,maxwell,0.27855748930322,4.4484951974831477e-07,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.057048807657117284,0.0013968614978659977,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1000.0,maxwell,0.27855748930322,4.448495197483147e-06,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05708266810612453,0.00013976905836867386,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,10000.0,maxwell,0.27855748930322,4.448495197483148e-05,1e-08,4.726526147325844e-06,si03,1.0,1.0,0.05708300691359908,1.397698879515097e-05,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1.0,interface,0.28671764169685177,0.01998043984353317,1e-08,0.0,si03,1.0,1.0,0.008160152393631756,0.01998043984353317,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,2.5,interface,0.30769256616528856,0.028535332307449344,1e-08,0.0,si03,1.0,1.0,0.02913507686206855,0.028535332307449344,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,10.0,interface,0.3324117552766424,0.013186419440393598,1e-08,0.0,si03,1.0,1.0,0.05385426597342239,0.013186419440393598,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,100.0,interface,0.3356062969603373,0.0013968614978659977,1e-08,0.0,si03,1.0,1.0,0.057048807657117284,0.0013968614978659977,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1000.0,interface,0.3356401574093445,0.00013976905836867386,1e-08,0.0,si03,1.0,1.0,0.05708266810612453,0.00013976905836867386,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,10000.0,interface,0.3356404962168191,1.397698879515097e-05,1e-08,0.0,si03,1.0,1.0,0.05708300691359908,1.397698879515097e-05,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1.0,all,0.28671764169685177,0.019980444292028367,1e-08,4.726526147325844e-10,si03,1.0,1.0,0.008160152393631756,0.01998043984353317,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,2.5,all,0.30769256616528856,0.028535343428687337,1e-08,1.1816315368314611e-09,si03,1.0,1.0,0.02913507686206855,0.028535332307449344,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,10.0,all,0.3324117552766424,0.013186463925345573,1e-08,4.7265261473258444e-09,si03,1.0,1.0,0.05385426597342239,0.013186419440393598,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,100.0,all,0.3356062969603373,0.0013973063473857459,1e-08,4.7265261473258444e-08,si03,1.0,1.0,0.057048807657117284,0.0013968614978659977,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
13,1000.0,all,0.3356401574093445,0.000144217553566157,1e-08,4.726526147325844e-07,si03,1.0,1.0,0.05708266810612453,0.00013976905836867386,0.27855748930322,815.4715762273902,7e-05,1.3e-05,1.3e-09,0.06499999999999999
