iteration,elapsed_s,relative_residual_norm
50,5.839107700041495,0.0003505791272578829
100,11.284521499997936,6.117865172647871e-05
150,16.672694799955934,1.2442566361562722e-05
164,18.104699000017717,9.87185580461507e-06
