iteration,elapsed_s,relative_residual_norm
20,2.423637800005963,7.178713158196337e-05
40,4.660779500001809,3.149420887970346e-05
60,6.897570800007088,1.595327663937866e-05
70,8.017478199995821,9.95826180813679e-06
