figure_context,data_source,frequency_hz,real_conductivity_s_m,imaginary_conductivity_s_m,real_relative_permittivity,iterations,relative_residual_norm,imaginary_relative_permittivity
figure8_simulation_all,paper_simulation,4641.58883361278,,4.37135059e-05,169.45174985403105,,,
figure8_simulation_all,paper_simulation,2154.43469003188,,3.21372136e-05,268.3934862520943,,,
figure8_simulation_all,paper_simulation,1000.0,,2.39107321e-05,430.21936917485334,,,
figure8_simulation_all,paper_simulation,464.158883361278,,1.81514715e-05,703.6266125935632,,,
figure8_simulation_all,paper_simulation,215.443469003188,,1.46028633e-05,1219.5560695248835,,,
figure8_simulation_all,paper_simulation,100.0,,1.30359267e-05,2345.51921623664,,,
figure8_simulation_all,paper_simulation,46.4158883361277,,1.3474204e-05,5223.162495621724,,,
figure8_simulation_all,paper_simulation,21.5443469003189,,1.60582331e-05,13411.010731676364,,,
figure8_simulation_all,paper_simulation,10.0,,2.08010988e-05,37426.8573896146,,,
figure8_simulation_all,paper_simulation,4.64158883361277,,2.75384682e-05,106750.5689309079,,,
figure8_simulation_all,paper_simulation,2.15443469003189,,3.60389859e-05,300979.0826013313,,,
figure8_simulation_all,paper_simulation,1.0,,4.37869458e-05,787846.7343193348,,,
figure8_simulation_all,paper_simulation,0.464158883361277,,4.44244106e-05,1722075.1247051046,,,
figure8_simulation_all,paper_simulation,0.215443469003189,,3.37000311e-05,2814453.345679278,,,
figure8_simulation_all,paper_simulation,0.1,,2.00756258e-05,3612153.334053042,,,
figure8_simulation_all,paper_simulation,0.0464158883361277,,1.09546827e-05,4246491.134472666,,,
figure8_simulation_all,paper_simulation,0.0215443469003189,,5.99690611e-06,5008307.682248401,,,
figure8_simulation_all,paper_simulation,0.01,,3.38584141e-06,6092053.348447227,,,
figure8_simulation_all,paper_simulation,0.00464158883361277,,1.98671e-06,7701315.166132733,,,
figure8_simulation_all,paper_simulation,0.00215443469003189,,1.20329355e-06,10049289.116625758,,,
figure8_simulation_all,paper_simulation,0.001,,7.49761e-07,13490247.939832306,,,
figure8_pore,paper_simulation,10000000000.0,,1.904375874e-14,3.426492270322789e-14,,,
figure8_pore,paper_simulation,4641588833.61277,,4.104154489e-14,1.5909411645528257e-13,,,
figure8_pore,paper_simulation,2154434690.03189,,8.856615121e-14,7.396589630652338e-13,,,
figure8_pore,paper_simulation,1000000000.0,,1.906117679e-13,3.4296262531937097e-12,,,
figure8_pore,paper_simulation,464158883.361277,,4.103743983e-13,1.590782035334994e-11,,,
figure8_pore,paper_simulation,215443469.003189,,8.843000117e-13,7.385219079258623e-11,,,
figure8_pore,paper_simulation,100000000.0,,1.905162009e-12,3.4279067418762816e-10,,,
figure8_pore,paper_simulation,46415888.3361277,,4.109904691e-12,1.593170182269097e-09,,,
figure8_pore,paper_simulation,21544346.9003189,,8.848866084e-12,7.390118033327778e-09,,,
figure8_pore,paper_simulation,10000000.0,,1.904302237e-11,3.4263597772499907e-08,,,
figure8_pore,paper_simulation,4641588.83361277,,4.104324172e-11,1.591006940748714e-07,,,
figure8_pore,paper_simulation,2154434.69003189,,8.85640658e-11,7.396415467930228e-07,,,
figure8_pore,paper_simulation,1000000.0,,1.905415131e-10,3.4283621774802973e-06,,,
figure8_pore,paper_simulation,464158.883361278,,4.104962203e-10,1.5912542681299976e-05,,,
figure8_pore,paper_simulation,215443.469003188,,8.841087307e-10,7.383621598684182e-05,,,
figure8_pore,paper_simulation,100000.0,,1.906022895e-09,0.0003429455710892799,,,
figure8_pore,paper_simulation,46415.8883361278,,4.109364848e-09,0.0015929609166448588,,,
figure8_pore,paper_simulation,21544.3469003188,,8.852321542e-09,0.007393003854204384,,,
figure8_pore,paper_simulation,10000.0,,1.905689473e-08,0.03428855793659361,,,
figure8_pore,paper_simulation,4641.58883361278,,4.10165768e-08,0.15899732974248248,,,
figure8_pore,paper_simulation,2154.43469003188,,8.832267895e-08,0.7376256079187576,,,
figure8_pore,paper_simulation,1000.0,,1.892767187e-07,3.4056050721508506,,,
figure8_pore,paper_simulation,464.158883361278,,4.017229855e-07,15.572455571347927,,,
figure8_pore,paper_simulation,215.443469003188,,8.383672707e-07,70.01612440439649,,,
figure8_pore,paper_simulation,100.0,,1.712883659e-06,308.19454802259884,,,
figure8_pore,paper_simulation,46.4158883361277,,3.373745585e-06,1307.8042613382856,,,
figure8_pore,paper_simulation,21.5443469003189,,6.216673683e-06,5191.8462609714525,,,
figure8_pore,paper_simulation,10.0,,1.048182094e-05,18859.658390010434,,,
figure8_pore,paper_simulation,4.64158883361277,,1.623685421e-05,62940.80745441416,,,
figure8_pore,paper_simulation,2.15443469003189,,2.272469828e-05,189784.9972717032,,,
figure8_pore,paper_simulation,1.0,,2.939481601e-05,528893.0154017776,,,
figure8_pore,paper_simulation,0.464158883361277,,3.055988782e-05,1184628.4940604372,,,
figure8_pore,paper_simulation,0.215443469003189,,2.283430513e-05,1907003.7733404348,,,
figure8_pore,paper_simulation,0.1,,1.276088278e-05,2296031.3037532833,,,
figure8_pore,paper_simulation,0.0464158883361277,,6.227810445e-06,2414158.6357283327,,,
figure8_pore,paper_simulation,0.0215443469003189,,2.928876484e-06,2446047.065955129,,,
figure8_pore,paper_simulation,0.01,,1.361142154e-06,2449066.4543524412,,,
figure8_pore,paper_simulation,0.00464158883361277,,6.321750448e-07,2450573.6922695716,,,
figure8_pore,paper_simulation,0.00215443469003189,,2.936012606e-07,2452006.7881816397,,,
figure8_pore,paper_simulation,0.001,,1.362753608e-07,2451965.900176328,,,
figure8_membrane,paper_simulation,10000000000.0,,1.5238281e-07,2.741782899708517e-07,,,
figure8_membrane,paper_simulation,4641588833.61277,,2.23773895e-07,8.674407897217482e-07,,,
figure8_membrane,paper_simulation,2154434690.03189,,3.28265287e-07,2.7415029159053757e-06,,,
figure8_membrane,paper_simulation,1000000000.0,,4.82010705e-07,8.672688923674834e-06,,,
figure8_membrane,paper_simulation,464158883.361277,,7.07893662e-07,2.7440905794856023e-05,,,
figure8_membrane,paper_simulation,215443469.003189,,1.03957279e-06,8.681977497915844e-05,,,
figure8_membrane,paper_simulation,100000000.0,,1.52612859e-06,0.0002745922109467775,,,
figure8_membrane,paper_simulation,46415888.3361277,,2.23444295e-06,0.0008661631228862475,,,
figure8_membrane,paper_simulation,21544346.9003189,,3.24783764e-06,0.0027124270256596557,,,
figure8_membrane,paper_simulation,10000000.0,,4.71698058e-06,0.008487136240958653,,,
figure8_membrane,paper_simulation,4641588.83361277,,6.86533485e-06,0.02661289639700037,,,
figure8_membrane,paper_simulation,2154434.69003189,,1.00779253e-05,0.08416565104621178,,,
figure8_membrane,paper_simulation,1000000.0,,1.45015529e-05,0.26092253949404437,,,
figure8_membrane,paper_simulation,464158.883361278,,2.01845778e-05,0.7824382780230925,,,
figure8_membrane,paper_simulation,215443.469003188,,2.84183934e-05,2.3733581178641785,,,
figure8_membrane,paper_simulation,100000.0,,3.812254e-05,6.859286048436431,,,
figure8_membrane,paper_simulation,46415.8883361278,,4.38724237e-05,17.006778141541066,,,
figure8_membrane,paper_simulation,21544.3469003188,,4.20380929e-05,35.10805401256197,,,
figure8_membrane,paper_simulation,10000.0,,3.8393282e-05,69.07999928029076,,,
figure8_membrane,paper_simulation,4641.58883361278,,3.13333221e-05,121.46100271003392,,,
figure8_membrane,paper_simulation,2154.43469003188,,2.37237509e-05,198.12857114119126,,,
figure8_membrane,paper_simulation,1000.0,,1.81253563e-05,326.12465903774864,,,
figure8_membrane,paper_simulation,464.158883361278,,1.38368414e-05,536.373585098948,,,
figure8_membrane,paper_simulation,215.443469003188,,1.08260074e-05,904.1324815655366,,,
figure8_membrane,paper_simulation,100.0,,8.82783115e-06,1588.367906365828,,,
figure8_membrane,paper_simulation,46.4158883361277,,7.62262971e-06,2954.848658910307,,,
figure8_membrane,paper_simulation,21.5443469003189,,6.99042675e-06,5838.045043900099,,,
figure8_membrane,paper_simulation,10.0,,6.71238831e-06,12077.419680449097,,,
figure8_membrane,paper_simulation,4.64158883361277,,6.58429417e-06,25523.465704456285,,,
figure8_membrane,paper_simulation,2.15443469003189,,6.40530698e-06,53493.830929918135,,,
figure8_membrane,paper_simulation,1.0,,6.00869862e-06,108112.89754939004,,,
figure8_membrane,paper_simulation,0.464158883361277,,5.32385366e-06,206374.7347827779,,,
figure8_membrane,paper_simulation,0.215443469003189,,4.43190402e-06,370129.8393406658,,,
figure8_membrane,paper_simulation,0.1,,3.49187144e-06,628283.0328547267,,,
figure8_membrane,paper_simulation,0.0464158883361277,,2.63826018e-06,1022699.4949659529,,,
figure8_membrane,paper_simulation,0.0215443469003189,,1.92789389e-06,1610077.863941537,,,
figure8_membrane,paper_simulation,0.01,,1.38021062e-06,2483375.8321638056,,,
figure8_membrane,paper_simulation,0.00464158883361277,,9.71955046e-07,3767702.4510668586,,,
figure8_membrane,paper_simulation,0.00215443469003189,,6.77723222e-07,5659995.932770639,,,
figure8_membrane,paper_simulation,0.001,,4.68718696e-07,8433529.382129619,,,
figure8_interfacial,paper_simulation,10000000000.0,,6.60889816,11.89121263809421,,,
figure8_interfacial,paper_simulation,4641588833.61277,,3.08853221,11.972436817634406,,,
figure8_interfacial,paper_simulation,2154434690.03189,,1.43516147,11.985730781214295,,,
figure8_interfacial,paper_simulation,1000000000.0,,0.666281819,11.988229497283099,,,
figure8_interfacial,paper_simulation,464158883.361277,,0.309435189,11.994996320453662,,,
figure8_interfacial,paper_simulation,215443469.003189,,0.144603446,12.076536403892302,,,
figure8_interfacial,paper_simulation,100000000.0,,0.0679391772,12.224113354204903,,,
figure8_interfacial,paper_simulation,46415888.3361277,,0.0322618224,12.506025647235925,,,
figure8_interfacial,paper_simulation,21544346.9003189,,0.0153806573,12.845134257674736,,,
figure8_interfacial,paper_simulation,10000000.0,,0.00739197573,13.300183040051817,,,
figure8_interfacial,paper_simulation,4641588.83361277,,0.00366893923,14.22233609113477,,,
figure8_interfacial,paper_simulation,2154434.69003189,,0.00184361986,15.396965266117402,,,
figure8_interfacial,paper_simulation,1000000.0,,0.000936627213,16.852481431501673,,,
figure8_interfacial,paper_simulation,464158.883361278,,0.00049697014,19.26463186019651,,,
figure8_interfacial,paper_simulation,215443.469003188,,0.000285961753,23.88205548175785,,,
figure8_interfacial,paper_simulation,100000.0,,0.000176615489,31.777949728309764,,,
figure8_interfacial,paper_simulation,46415.8883361278,,9.85936131e-05,38.21898957829031,,,
figure8_interfacial,paper_simulation,21544.3469003188,,4.98082409e-05,41.59728215900819,,,
figure8_interfacial,paper_simulation,10000.0,,2.38244611e-05,42.866711828421316,,,
figure8_interfacial,paper_simulation,4641.58883361278,,1.10125593e-05,42.689265144397474,,,
figure8_interfacial,paper_simulation,2154.43469003188,,5.12658562e-06,42.81460752159467,,,
figure8_interfacial,paper_simulation,1000.0,,2.37246741e-06,42.68716776422325,,,
figure8_interfacial,paper_simulation,464.158883361278,,1.10385747e-06,42.79011166682552,,,
figure8_interfacial,paper_simulation,215.443469003188,,5.12632027e-07,42.81239145481105,,,
figure8_interfacial,paper_simulation,100.0,,2.38114822e-07,42.84335924286588,,,
figure8_interfacial,paper_simulation,46.4158883361277,,1.10645871e-07,42.89094656000454,,,
figure8_interfacial,paper_simulation,21.5443469003189,,5.14964285e-08,43.00716965283712,,,
figure8_interfacial,paper_simulation,10.0,,2.39783695e-08,43.143635071431135,,,
figure8_interfacial,paper_simulation,4.64158883361277,,1.10467182e-08,42.82167926353343,,,
figure8_interfacial,paper_simulation,2.15443469003189,,5.12721954e-09,42.81990169553632,,,
figure8_interfacial,paper_simulation,1.0,,2.37830622e-09,42.79222390154377,,,
figure8_interfacial,paper_simulation,0.464158883361277,,1.10344378e-09,42.774075319945204,,,
figure8_interfacial,paper_simulation,0.215443469003189,,5.12420439e-10,42.794720712824336,,,
figure8_interfacial,paper_simulation,0.1,,2.38101566e-10,42.84097412645291,,,
figure8_interfacial,paper_simulation,0.0464158883361277,,1.1058409e-10,42.86699767203002,,,
figure8_interfacial,paper_simulation,0.0215443469003189,,5.14738772e-11,42.988335966439,,,
figure8_interfacial,paper_simulation,0.01,,2.39461315e-11,43.085630105437396,,,
figure8_interfacial,paper_simulation,0.00464158883361277,,1.10469151e-11,42.82244252991665,,,
figure8_interfacial,paper_simulation,0.00215443469003189,,5.12659143e-12,42.81465604372755,,,
figure8_interfacial,paper_simulation,0.001,,2.37897657e-12,42.80428532872719,,,
