iteration,elapsed_s,relative_residual_norm
50,5.467066299985163,0.0001503272934899239
100,10.895177299971692,4.7955646870962e-05
150,16.27983829996083,1.2775242983135222e-05
159,17.166314899921417,9.913859243299912e-06
