iteration,elapsed_s,relative_residual_norm
50,5.475446099997498,9.084512613608177e-05
100,10.712908699992113,4.6144461397703367e-05
150,15.863052100059576,3.147675543440932e-05
200,21.13852380006574,3.150364299210418e-05
250,26.41772869997658,2.832691121673279e-05
300,31.64362940005958,3.014540389088866e-05
350,36.836755600059405,2.7091799059857092e-05
391,41.04009670007508,8.787509460486102e-06
