iteration,elapsed_s,relative_residual_norm
50,5.597865400020964,0.0002275951687682469
100,11.012934600003064,5.375365467866549e-05
150,16.391955300001428,2.0765615640941426e-05
200,21.70946050004568,1.3832406117008352e-05
215,23.240383900003508,8.324111443492194e-06
