iteration,elapsed_s,relative_residual_norm
50,6.7402914999984205,0.000488140899412298
100,12.139196599950083,8.517028224992859e-05
150,17.474703899933957,1.6766967463161143e-05
161,18.58233579993248,9.975234748581426e-06
