solver,requested_frequency_hz,frequency_hz,direction,shape,crop_start,solve_shape,n_cells,dtype,water_sigma_real_s_m,water_sigma_imag_s_m,solid_sigma_real_s_m,solid_sigma_imag_s_m,effective_sigma_real_s_m,effective_sigma_imag_s_m,mean_current_real_a_m2,mean_current_imag_a_m2,relative_residual_norm,iterations,info,rtol,atol,maxiter,preconditioner,fft_reference,used_warm_start,elapsed_total_s,elapsed_per_iteration_s,cuda_total_gib,cuda_free_before_gib,cuda_free_after_gib,cuda_used_delta_gib,residual_history_path,solution_path,result_path
gpu_bicgstab_fft_poisson_face_types,0.001,0.001,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0430000039699744,1.6395077914670274e-06,0.0,0.0,0.002620008746355685,1.0434729573330449e-07,0.002620008746355685,1.0434729573330449e-07,9.056230910054618e-06,168,0,1e-05,0.0,800,fft,mean-face,False,18.54151639994234,0.11036616904727582,15.99169921875,14.6103515625,8.6376953125,5.97265625,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_000_1p000000em03Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_000_1p000000em03Hz\result.json
gpu_bicgstab_fft_poisson_face_types,0.01,0.01,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0430003966282054,1.638373325095914e-05,0.0,0.0,0.0026200324344023327,1.0027141960299746e-06,0.0026200324344023327,1.0027141960299746e-06,9.700539333851712e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.3950407000957057,0.3950407000957057,15.99169921875,8.6376953125,8.3173828125,0.3203125,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_001_1p000000em02Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_001_1p000000em02Hz\result.json
gpu_bicgstab_fft_poisson_face_types,0.1,0.1,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0430364034059102,0.0001536357725089,0.0,0.0,0.0026222266763848397,9.365537593385568e-06,0.0026222266763848397,9.365537593385568e-06,9.059677110711095e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.3299153000116348,0.3299153000116348,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_002_1p000000em01Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_002_1p000000em01Hz\result.json
gpu_bicgstab_fft_poisson_face_types,1.0,1.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0435840891634726,0.0003570843257656,0.0,0.0,0.002655597667638484,2.1761795622266766e-05,0.002655597667638484,2.1761795622266766e-05,9.026474679209587e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.3318375999806449,0.3318375999806449,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_003_1p000000e00Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_003_1p000000e00Hz\result.json
gpu_bicgstab_fft_poisson_face_types,10.0,10.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0439234848952466,0.0001084834676883,0.0,0.0,0.002676277150145773,6.614465652332362e-06,0.002676277150145773,6.614465652332362e-06,9.010525367016142e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.32936040009371936,0.32936040009371936,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_004_1p000000e01Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_004_1p000000e01Hz\result.json
gpu_bicgstab_fft_poisson_face_types,100.0,100.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.043962184901644,1.39571387395808e-05,0.0,0.0,0.0026786352040816326,8.549317118030248e-07,0.0026786352040816326,8.549317118030248e-07,8.997258829450379e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.33752459997776896,0.33752459997776896,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_005_1p000000e02Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_005_1p000000e02Hz\result.json
gpu_bicgstab_fft_poisson_face_types,1000.0,1000.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.043962955010209,1.4051834527385475e-06,0.0,0.0,0.0026786822157434404,9.012847322069174e-08,0.0026786822157434404,9.012847322069174e-08,8.983830515482889e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.3339150999672711,0.3339150999672711,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_006_1p000000e03Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_006_1p000000e03Hz\result.json
gpu_bicgstab_fft_poisson_face_types,10000.0,10000.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0439629628834171,1.4052821542883164e-07,0.0,0.0,0.002678682580174927,1.3065324232807661e-08,0.002678682580174927,1.3065324232807661e-08,8.97147784528172e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.3288665000582114,0.3288665000582114,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_007_1p000000e04Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_007_1p000000e04Hz\result.json
gpu_bicgstab_fft_poisson_face_types,100000.0,100000.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0439629629621675,1.4052831417374649e-08,0.0,0.0,0.002678682580174927,5.351943107805169e-09,0.002678682580174927,5.351943107805169e-09,8.958641746766415e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.32817879994399846,0.32817879994399846,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_008_1p000000e05Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_008_1p000000e05Hz\result.json
gpu_bicgstab_fft_poisson_face_types,1000000.0,1000000.0,x,"(350, 350, 350)",,"(350, 350, 350)",42875000,complex64,0.0439629629629549,1.405283151612e-09,0.0,0.0,0.002678682580174927,4.574166094944012e-09,0.002678682580174927,4.574166094944012e-09,8.945605695953977e-06,1,0,1e-05,0.0,800,fft,mean-face,True,0.33556179993320256,0.33556179993320256,15.99169921875,8.3173828125,8.3173828125,0.0,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_009_1p000000e06Hz\residual_history.csv,,results\sweeps\rawdata_pnextract_rerun_20260527_pore_rtol1e-5\frequency_009_1p000000e06Hz\result.json
