iteration,elapsed_s,relative_residual_norm
50,5.516301199910231,3.7216059609393983e-05
100,10.861892499960959,4.3313512885142136e-05
150,16.178448099992238,2.6047521481705636e-05
200,21.551798700005747,1.9724530819796057e-05
250,26.975017299992032,1.7456534933000097e-05
300,32.3670117999427,1.633453866795182e-05
350,37.65916489996016,1.4829779226966062e-05
393,42.169974399963394,7.306213504523205e-06
